date,close,ticker
2018-01-02,112.02363219112421,FXE
2018-01-03,111.55124338067971,FXE
2018-01-04,112.11039748283851,FXE
2018-01-05,111.80189866785435,FXE
2018-01-08,111.12705751007648,FXE
2018-01-09,110.85712104696533,FXE
2018-01-10,111.0595733942987,FXE
2018-01-11,111.73441455207656,FXE
2018-01-12,113.18050274731483,FXE
2018-01-16,113.9131874329022,FXE
2018-01-17,113.42151744652121,FXE
2018-01-18,113.63361038182282,FXE
2018-01-19,113.47936097433072,FXE
2018-01-22,113.7878597893149,FXE
2018-01-23,114.14456154414033,FXE
2018-01-24,115.12790151690236,FXE
2018-01-25,115.16646386877537,FXE
2018-01-26,115.29179151236269,FXE
2018-01-29,114.93508975753724,FXE
2018-01-30,115.06041740112455,FXE
2018-01-31,115.28215092439443,FXE
2018-02-01,116.14016325356913,FXE
2018-02-02,115.68705561906114,FXE
2018-02-05,115.00257387331504,FXE
2018-02-06,114.82904328988644,FXE
2018-02-07,113.81678155321966,FXE
2018-02-08,113.65289155775932,FXE
2018-02-09,113.55648567807677,FXE
2018-02-12,114.03851507648953,FXE
2018-02-13,114.64587211848959,FXE
2018-02-14,115.64849326718812,FXE
2018-02-15,116.00519502201357,FXE
2018-02-16,115.10862034096584,FXE
2018-02-20,114.46270094709276,FXE
2018-02-21,114.04815566445778,FXE
2018-02-22,114.3470138914737,FXE
2018-02-23,114.07707742836254,FXE
2018-02-26,114.22168624788638,FXE
2018-02-27,113.48900156229898,FXE
2018-02-28,113.19014333528307,FXE
2018-03-01,113.73001626150536,FXE
2018-03-02,114.3470138914737,FXE
2018-03-05,114.40485741928322,FXE
2018-03-06,115.00257387331504,FXE
2018-03-07,115.09897975299758,FXE
2018-03-08,114.20240507194985,FXE
2018-03-09,114.13492095617208,FXE
2018-03-12,114.41449800725148,FXE
2018-03-13,114.82904328988644,FXE
2018-03-14,114.71335623426738,FXE
2018-03-15,114.06743684039428,FXE
2018-03-16,113.92282802087047,FXE
2018-03-19,114.38557624334672,FXE
2018-03-20,113.54684509010852,FXE
2018-03-21,114.46270094709276,FXE
2018-03-22,114.1927644839816,FXE
2018-03-23,114.63623153052134,FXE
2018-03-26,115.41711915595,FXE
2018-03-27,114.93508975753724,FXE
2018-03-28,114.05779625242603,FXE
2018-03-29,114.07707742836254,FXE
2018-04-02,114.07707742836254,FXE
2018-04-03,113.69145390963234,FXE
2018-04-04,113.83606272915617,FXE
2018-04-05,113.42151744652121,FXE
2018-04-06,113.85534390509267,FXE
2018-04-09,114.1927644839816,FXE
2018-04-10,114.48198212302925,FXE
2018-04-11,114.58802859068007,FXE
2018-04-12,114.25060801179114,FXE
2018-04-13,114.32773271553718,FXE
2018-04-16,114.6651532944261,FXE
2018-04-17,114.64587211848959,FXE
2018-04-18,114.64587211848959,FXE
2018-04-19,114.42413859521973,FXE
2018-04-20,113.80714096525139,FXE
2018-04-23,113.1226592195053,FXE
2018-04-24,113.3347521548069,FXE
2018-04-25,112.7755980526481,FXE
2018-04-26,112.15860042267978,FXE
2018-04-27,112.3706933579814,FXE
2018-04-30,111.86938278363213,FXE
2018-05-01,111.12705751007648,FXE
2018-05-02,110.62574693572722,FXE
2018-05-03,111.02101104242567,FXE
2018-05-04,110.7607151672828,FXE
2018-05-07,110.44257576433037,FXE
2018-05-08,109.88342166217159,FXE
2018-05-09,109.74845343061601,FXE
2018-05-10,110.45221635229862,FXE
2018-05-11,110.60646575979071,FXE
2018-05-14,110.53898164401292,FXE
2018-05-15,109.64240696296521,FXE
2018-05-16,109.29534579610802,FXE
2018-05-17,109.22786168033024,FXE
2018-05-18,108.96756580518735,FXE
2018-05-21,109.13145580064769,FXE
2018-05-22,109.08325286080641,FXE
2018-05-23,108.36984935115552,FXE
2018-05-24,108.53373934661586,FXE
2018-05-25,107.96494465648881,FXE
2018-05-29,106.78879292436169,FXE
2018-05-30,107.9456634805523,FXE
2018-05-31,108.20595935569519,FXE
2018-06-01,107.86853877680626,FXE
2018-06-04,108.26380288350472,FXE
2018-06-05,108.4180522909968,FXE
2018-06-06,108.94828462925084,FXE
2018-06-07,109.18929932845721,FXE
2018-06-08,108.90008168940955,FXE
2018-06-11,109.05433109690165,FXE
2018-06-12,108.75547286988574,FXE
2018-06-13,109.10253403674292,FXE
2018-06-14,107.1936976190284,FXE
2018-06-15,107.46363408213955,FXE
2018-06-18,107.49255584604431,FXE
2018-06-19,107.14549467918714,FXE
2018-06-20,107.15513526715539,FXE
2018-06-21,107.43471231823479,FXE
2018-06-22,107.87817936477452,FXE
2018-06-25,108.24452170756821,FXE
2018-06-26,107.72392995728244,FXE
2018-06-27,106.8948393920125,FXE
2018-06-28,106.98160468372679,FXE
2018-06-29,108.0324287722666,FXE
2018-07-02,107.46363408213955,FXE
2018-07-03,107.78177348509196,FXE
2018-07-05,108.14811582788566,FXE
2018-07-06,108.63014522629842,FXE
2018-07-09,108.63014522629842,FXE
2018-07-10,108.63978581426667,FXE
2018-07-11,107.93602289258405,FXE
2018-07-12,107.96494465648881,FXE
2018-07-13,108.02278818429834,FXE
2018-07-16,108.28308405944122,FXE
2018-07-17,107.84925760086976,FXE
2018-07-18,107.6468052535364,FXE
2018-07-19,107.58896172572686,FXE
2018-07-20,108.42769287896506,FXE
2018-07-23,108.1191940639809,FXE
2018-07-24,108.05170994820311,FXE
2018-07-25,108.45661464286982,FXE
2018-07-26,107.65644584150465,FXE
2018-07-27,107.78177348509196,FXE
2018-07-30,108.17703759179042,FXE
2018-07-31,108.07099112413961,FXE
2018-08-01,107.81069524899674,FXE
2018-08-02,107.13585409121887,FXE
2018-08-03,106.96232350779029,FXE
2018-08-06,106.79843351232995,FXE
2018-08-07,107.18405703106016,FXE
2018-08-08,107.33830643855224,FXE
2018-08-09,106.56705940109183,FXE
2018-08-10,105.37162649302819,FXE
2018-08-13,105.31378296521866,FXE
2018-08-14,104.85103474274243,FXE
2018-08-15,104.84139415477416,FXE
2018-08-16,105.0920494419488,FXE
2018-08-17,105.73796883582189,FXE
2018-08-20,106.01754588690129,FXE
2018-08-21,106.88519880404425,FXE
2018-08-22,107.24190055886967,FXE
2018-08-23,106.6152623409331,FXE
2018-08-24,107.41543114229827,FXE
2018-08-27,107.9263823046158,FXE
2018-08-28,108.00350700836184,FXE
2018-08-29,108.10955347601264,FXE
2018-08-30,107.858898188838,FXE
2018-08-31,107.21297879496491,FXE
2018-09-04,107.0008858596633,FXE
2018-09-05,107.44435290620304,FXE
2018-09-06,107.367228202457,FXE
2018-09-07,106.75023057248868,FXE
2018-09-10,107.1069323273141,FXE
2018-09-11,107.05872938747284,FXE
2018-09-12,107.38650937839351,FXE
2018-09-13,107.95530406852056,FXE
2018-09-14,107.367228202457,FXE
2018-09-17,107.90710112867929,FXE
2018-09-18,107.77213289712371,FXE
2018-09-19,107.81069524899674,FXE
2018-09-20,108.75547286988574,FXE
2018-09-21,108.49517699474285,FXE
2018-09-24,108.44697405490156,FXE
2018-09-25,108.64942640223492,FXE
2018-09-26,108.44697405490156,FXE
2018-09-27,107.56968054979035,FXE
2018-09-28,107.16477585512364,FXE
2018-10-01,106.8948393920125,FXE
2018-10-02,106.64418410483788,FXE
2018-10-03,106.29712293798069,FXE
2018-10-04,106.28748235001243,FXE
2018-10-05,106.37424764172673,FXE
2018-10-08,106.13323294252035,FXE
2018-10-09,106.13323294252035,FXE
2018-10-10,106.30676352594894,FXE
2018-10-11,107.0008858596633,FXE
2018-10-12,106.68274645671089,FXE
2018-10-15,106.85627704013947,FXE
2018-10-16,106.8948393920125,FXE
2018-10-17,106.21035764626639,FXE
2018-10-18,105.72832824785364,FXE
2018-10-19,106.19107647032988,FXE
